parend_id
sr:competition:6239
sr:competition:2553
sr:competition:2565
sr:competition:2577
sr:competition:2589
sr:competition:2601
sr:competition:2611
sr:competition:2617
sr:competition:2623
sr:competition:2629
sr:competition:2635
sr:competition:2647
sr:competition:2659
sr:competition:2665
sr:competition:2671
sr:competition:2677
sr:competition:2695
sr:competition:2701
sr:competition:2707
sr:competition:2713
sr:competition:2719
sr:competition:2725
sr:competition:2731
sr:competition:2737
sr:competition:2743
sr:competition:2749
sr:competition:2755
sr:competition:2761
sr:competition:2767
sr:competition:2773
sr:competition:2779
sr:competition:2785
sr:competition:2791
sr:competition:2803
sr:competition:2815
sr:competition:2821
sr:competition:2827
sr:competition:2833
sr:competition:2851
sr:competition:2857
sr:competition:2863
sr:competition:2869
sr:competition:7629
sr:competition:2881
sr:competition:2887
sr:competition:2893
sr:competition:2899
sr:competition:2905
sr:competition:2911
sr:competition:2933
sr:competition:2689
sr:competition:2945
sr:competition:2957
sr:competition:2963
sr:competition:2969
sr:competition:2975
sr:competition:2981
sr:competition:2987
sr:competition:2993
sr:competition:2999
sr:competition:3005
sr:competition:3011
sr:competition:3023
sr:competition:3029
sr:competition:3035
sr:competition:3041
sr:competition:3047
sr:competition:3053
sr:competition:3059
sr:competition:3065
sr:competition:3071
sr:competition:3083
sr:competition:3089
sr:competition:3095
sr:competition:3101
sr:competition:3107
sr:competition:3119
sr:competition:3143
sr:competition:3149
sr:competition:3161
sr:competition:3179
sr:competition:3213
sr:competition:3219
sr:competition:3225
sr:competition:3231
sr:competition:3237
sr:competition:3243
sr:competition:3249
sr:competition:3255
sr:competition:3261
sr:competition:3279
sr:competition:3285
sr:competition:3291
sr:competition:3297
sr:competition:3309
sr:competition:3319
sr:competition:3325
sr:competition:3341
sr:competition:3347
sr:competition:3365
sr:competition:3377
sr:competition:3389
sr:competition:3423
sr:competition:3429
sr:competition:3435
sr:competition:3445
sr:competition:3451
sr:competition:3467
sr:competition:3473
sr:competition:3479
sr:competition:3497
sr:competition:3503
sr:competition:3509
sr:competition:3523
sr:competition:3527
sr:competition:3533
sr:competition:3539
sr:competition:3545
sr:competition:3551
sr:competition:3569
sr:competition:3579
sr:competition:3585
sr:competition:3597
sr:competition:3603
sr:competition:3607
sr:competition:3613
sr:competition:3641
sr:competition:3647
sr:competition:3653
sr:competition:3667
sr:competition:3673
sr:competition:3679
sr:competition:3685
sr:competition:3691
sr:competition:3707
sr:competition:3713
sr:competition:3719
sr:competition:3725
sr:competition:3731
sr:competition:3743
sr:competition:3749
sr:competition:3759
sr:competition:3775
sr:competition:3787
sr:competition:3793
sr:competition:3799
sr:competition:3811
sr:competition:3817
sr:competition:3823
sr:competition:32985
sr:competition:3835
sr:competition:3853
sr:competition:3859
sr:competition:3865
sr:competition:3871
sr:competition:3877
sr:competition:3897
sr:competition:3903
sr:competition:3913
sr:competition:3919
sr:competition:3925
sr:competition:3931
sr:competition:3943
sr:competition:3949
sr:competition:3955
sr:competition:3961
sr:competition:3973
sr:competition:3985
sr:competition:3991
sr:competition:3997
sr:competition:4009
sr:competition:4081
sr:competition:4141
sr:competition:4147
sr:competition:4183
sr:competition:4207
sr:competition:4219
sr:competition:4297
sr:competition:4309
sr:competition:4327
sr:competition:4391
sr:competition:4413
sr:competition:4487
sr:competition:4505
sr:competition:4535
sr:competition:4557
sr:competition:4575
sr:competition:4629
sr:competition:4635
sr:competition:4659
sr:competition:4665
sr:competition:4683
sr:competition:4767
sr:competition:4791
sr:competition:4809
sr:competition:4833
sr:competition:4845
sr:competition:4875
sr:competition:4905
sr:competition:4929
sr:competition:4971
sr:competition:5165
sr:competition:5195
sr:competition:5237
sr:competition:5303
sr:competition:5405
sr:competition:5521
sr:competition:5557
sr:competition:5641
sr:competition:5691
sr:competition:5697
sr:competition:5753
sr:competition:5771
sr:competition:5777
sr:competition:5783
sr:competition:5789
sr:competition:5795
sr:competition:5801
sr:competition:5835
sr:competition:5881
sr:competition:5899
sr:competition:5941
sr:competition:5953
sr:competition:5971
sr:competition:5995
sr:competition:6029
sr:competition:6065
sr:competition:6095
sr:competition:6101
sr:competition:6107
sr:competition:6125
sr:competition:6149
sr:competition:6215
sr:competition:6249
sr:competition:6303
sr:competition:6315
sr:competition:6327
sr:competition:6393
sr:competition:6447
sr:competition:6453
sr:competition:43123
sr:competition:6495
sr:competition:43121
sr:competition:6519
sr:competition:6573
sr:competition:6579
sr:competition:6627
sr:competition:6699
sr:competition:6705
sr:competition:6807
sr:competition:6843
sr:competition:6915
sr:competition:6927
sr:competition:6939
sr:competition:6981
sr:competition:6993
sr:competition:6999
sr:competition:7005
sr:competition:7041
sr:competition:7053
sr:competition:7083
sr:competition:7113
sr:competition:7179
sr:competition:7197
sr:competition:7263
sr:competition:7329
sr:competition:7353
sr:competition:7389
sr:competition:7455
sr:competition:7479
sr:competition:7497
sr:competition:7503
sr:competition:7509
sr:competition:7719
sr:competition:7791
sr:competition:7797
sr:competition:7869
sr:competition:7947
sr:competition:7989
sr:competition:8007
sr:competition:8049
sr:competition:8079
sr:competition:8109
sr:competition:8181
sr:competition:8211
sr:competition:8277
sr:competition:8283
sr:competition:8289
sr:competition:8295
sr:competition:8343
sr:competition:8367
sr:competition:8379
sr:competition:8421
sr:competition:8445
sr:competition:8451
sr:competition:8457
sr:competition:8469
sr:competition:8493
sr:competition:8499
sr:competition:8583
sr:competition:8595
sr:competition:8601
sr:competition:8637
sr:competition:8643
sr:competition:8709
sr:competition:8733
sr:competition:8745
sr:competition:8775
sr:competition:8793
sr:competition:8811
sr:competition:8817
sr:competition:8865
sr:competition:8883
sr:competition:8919
sr:competition:8937
sr:competition:8973
sr:competition:9009
sr:competition:9027
sr:competition:9039
sr:competition:9075
sr:competition:9117
sr:competition:9135
sr:competition:9171
sr:competition:9177
sr:competition:9243
sr:competition:9297
sr:competition:9327
